Package,Item,Title,size
robustbase,lactic,Lactic Acid Concentration Measurement Data,1168
robustbase,telef,Number of International Calls from Belgium,1168
datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,1168
datasets,stack.x,Brownlee's Stack Loss Plant Data,1168
carData,USPop,Population of the United States,1160
robustbase,cloud,Cloud point of a Liquid,1144
robustbase,pension,Pension Funds Data,1144
gamlss.data,margolin,The Margolin Data files for GAMLSS,1136
rebmix,weibull,Weibull Dataset 8.1,1136
datasets,JohnsonJohnson,Quarterly Earnings per Johnson & Johnson Share,1136
survival,turbine,Reliability data sets,1136
MASS,forbes,Forbes' Data on Boiling Points in the Alps,1120
AER,ArgentinaCPI,Consumer Price Index in Argentina,1104
flexmix,salmonellaTA98,Salmonella Reverse Mutagenicity Assay,1104
gamlss.data,cysts,Data for count data,1104
mice,pattern2,Datasets with various missing data patterns,1104
mice,pattern3,Datasets with various missing data patterns,1104
mice,pattern4,Datasets with various missing data patterns,1104
questionr,women,"A fertility survey - ""women"" table",1104
robustbase,SiegelsEx,Siegel's Exact Fit Example Data,1104
robustbase,pilot,Pilot-Plant Data,1104
datasets,women,Average Heights and Weights for American Women,1104
effectsize,food_class,Classification of Foods,1096
mice,pattern1,Datasets with various missing data patterns,1080
datasets,euro,Conversion Rates of Euro Currencies,1080
datasets,USAccDeaths,Accidental Deaths in the US 1973-1978,1040
datasets,fdeaths,Monthly Deaths from Lung Diseases in the UK,1040
datasets,ldeaths,Monthly Deaths from Lung Diseases in the UK,1040
datasets,mdeaths,Monthly Deaths from Lung Diseases in the UK,1040
MASS,accdeaths,Accidental Deaths in the US 1973-1978,1040
MASS,deaths,Monthly Deaths from Lung Diseases in the UK,1040
MASS,steam,The Saturated Steam Pressure Data,1040
AER,UKNonDurables,Consumption of Non-Durables in the UK,1008
AER,MotorCycles2,Motor Cycles in The Netherlands,1000
gamlss.data,tensile,The Tensile Data files for GAMLSS,968
AER,BondYield,Bond Yield Data,944
lmtest,ftemp,Femal Temperature Data,944
datasets,nhtemp,Average Yearly Temperatures in New Haven,944
survival,cracks,Reliability data sets,944
datasets,state.region,US State Facts and Figures,904
ConsRank,BU,Brook and Upton data,888
dslabs,opec,Gapminder Data,888
effectsize,Smoking_FASD,Frequency of FASD for Smoking Mothers,888
gapminder,continent_colors,Gapminder color schemes.,872
psych,Thurstone.33G,Seven data sets showing a bifactor solution.,864
robustbase,los,Length of Stay Data,856
datasets,lh,Luteinizing Hormone in Blood Samples,848
GPArotation,box26,Example Data from Thurstone,840
MASS,phones,Belgium Phone Calls 1950-1973,832
BayesFactor,raceDolls,Hraba and Grant (1970) children's doll preference data,824
gmp,Oakley2,RFC 2409 Oakley Groups - Parameters for Diffie-Hellman Key Exchange,816
gmp,Oakley1,RFC 2409 Oakley Groups - Parameters for Diffie-Hellman Key Exchange,800
labelled,x_haven_2.0,Datasets for testing,792
datasets,freeny.y,Freeny's Revenue Data,776
interp,circtest,circtest / sample data,768
expm,matStig,"Stig's ""infamous"" Example Matrix",728
interp,tritest,tritest / sample data,704
MASS,galaxies,Velocities for 82 Galaxies,704
MASS,shoes,"Shoe wear data of Box, Hunter and Hunter",704
GPArotation,box20,Example Data from Thurstone,696
evd,oxford,Annual Maximum Temperatures at Oxford,688
AER,MotorCycles,Motor Cycles in The Netherlands,656
datasets,airmiles,"Passenger Miles on Commercial US Airlines, 1937-1960",656
datasets,uspop,Populations Recorded by the US Census,616
MASS,newcomb,Newcomb's Measurements of the Passage Time of Light,576
evd,portpirie,Annual Maximum Sea Levels at Port Pirie,568
diptest,exHartigan,Hartigan's Artificial n-modal Example Data Set,552
diptest,statfaculty,Faculty Quality in Statistics Departments,552
DescTools,day.name,Build-in Constants Extension,528
DescTools,day.abb,Build-in Constants Extension,504
robustbase,x30o50,Extreme Data examples,448
datasets,state.area,US State Facts and Figures,448
evd,sask,Maximum Annual Flood Discharges of the North Saskachevan River,432
data.tree,acme,Sample Data: A Simple Company with Departments,344
GPArotation,Harman8,Example Data from Harman,344
MASS,abbey,Determinations of Nickel Content,296
evd,lisbon,Annual Maximum Wind Speeds at Lisbon,288
evd,failure,Failure Times,240
gamlss.data,aircond,Air-conditioning data,240
MASS,chem,Copper in Wholemeal Flour,240
mice,leiden85,Leiden 85+ study,232
mice,pops,Project on preterm and small for gestational age infants (POPS),232
datasets,stack.loss,Brownlee's Stack Loss Plant Data,216
MASS,shrimp,Percentage of Shrimp in Shrimp Cocktail,192
robustbase,cushny,Cushny and Peebles Prolongation of Sleep Data,176
MASS,DDT,DDT in Kale,176
maps,world2MapEnv,Pacific Centric Low resolution World Map,136
maps,worldMapEnv,Low (mid) resolution World Map,136
maps,countyMapEnv,United States County Map,120
maps,franceMapEnv,France Map,120
maps,italyMapEnv,Italy Map,120
maps,lakesMapEnv,World lakes database,120
maps,nzMapEnv,New Zealand Basic Map,120
maps,state.cartoMapEnv,United States State Population Cartogram Map,120
maps,state.vbmMapEnv,United States State Visibility Base Map,120
maps,stateMapEnv,United States State Boundaries Map,120
maps,usaMapEnv,United States Coast Map,120
DescTools,hblue,Some Custom Palettes,112
DescTools,hecru,Some Custom Palettes,112
DescTools,hgreen,Some Custom Palettes,112
DescTools,horange,Some Custom Palettes,112
DescTools,hred,Some Custom Palettes,112
DescTools,hyellow,Some Custom Palettes,112
clock,clock_iso_weekdays,Integer codes,56
clock,clock_months,Integer codes,56
clock,clock_weekdays,Integer codes,56
AppliedPredictiveModeling,bio,Hepatic Injury Data,
AppliedPredictiveModeling,cars2010,Fuel Economy Data,
AppliedPredictiveModeling,cars2011,Fuel Economy Data,
AppliedPredictiveModeling,cars2012,Fuel Economy Data,
AppliedPredictiveModeling,chem,Hepatic Injury Data,
AppliedPredictiveModeling,classes,Two Class Example Data,
AppliedPredictiveModeling,diagnosis,Alzheimer's Disease CSF Data,
AppliedPredictiveModeling,fingerprints,Permeability Data,
AppliedPredictiveModeling,injury,Hepatic Injury Data,
AppliedPredictiveModeling,mixtures,Compressive Strength of Concrete from Yeh (1998),
AppliedPredictiveModeling,solTestX,Solubility Data,
AppliedPredictiveModeling,solTestXtrans,Solubility Data,
AppliedPredictiveModeling,solTestY,Solubility Data,
AppliedPredictiveModeling,solTrainX,Solubility Data,
AppliedPredictiveModeling,solTrainXtrans,Solubility Data,
AppliedPredictiveModeling,solTrainY,Solubility Data,
caret,absorp,"Fat, Water and Protein Content of Meat Samples",
caret,bbbDescr,Blood Brain Barrier Data,
caret,cox2Class,COX-2 Activity Data,
caret,cox2Descr,COX-2 Activity Data,
caret,cox2IC50,COX-2 Activity Data,
caret,endpoints,"Fat, Water and Protein Content of Meat Samples",
caret,fattyAcids,Fatty acid composition of commercial oils,
caret,logBBB,Blood Brain Barrier Data,
caret,mdrrClass,Multidrug Resistance Reversal (MDRR) Agent Data,
caret,mdrrDescr,Multidrug Resistance Reversal (MDRR) Agent Data,
caret,oilType,Fatty acid composition of commercial oils,
caret,potteryClass,Pottery from Pre-Classical Sites in Italy,
caret,scat_orig,Morphometric Data on Scat,
flexclust,vacmot6,Vacation Motives of Australians,
flexclust,vacmotdesc,Vacation Motives of Australians,
flexmix,whiskey_brands,Survey Data on Brands of Scotch whiskey Consumed,
glmnet,beta_CVX,Simulated data for the glmnet vignette,
kernlab,rlabels,Reuters Text Data,
prabclus,siskiyou.groups,Herbs of the Siskiyou Mountains,
prabclus,siskiyou.nb,Herbs of the Siskiyou Mountains,
prabclus,tetragonula.coord,Microsatellite genetic data of Tetragonula bees,
prabclus,veronica.coord,Genetic AFLP data of Veronica plants,
questionr,enfants,"A fertility survey - ""enfants"" table",
questionr,femmes,"A fertility survey - ""femmes"" table",
questionr,households,"A fertility survey - ""households"" table",
questionr,menages,"A fertility survey - ""menages"" table",
seriation,chameleon_ds4,2D Data Sets used for the CHAMELEON Clustering Algorithm,
seriation,chameleon_ds5,2D Data Sets used for the CHAMELEON Clustering Algorithm,
seriation,chameleon_ds7,2D Data Sets used for the CHAMELEON Clustering Algorithm,
seriation,chameleon_ds8,2D Data Sets used for the CHAMELEON Clustering Algorithm,
shinyWidgets,animations,Animation names,
sp,gt,Rlogo jpeg image,
SparseM,X,A Design Matrix for a Triogram Problem,
svmpath,balanced.overlap,simple examples for svmpath,
svmpath,balanced.separated,simple examples for svmpath,
svmpath,mixture.data,simple examples for svmpath,
svmpath,unbalanced.separated,simple examples for svmpath,
tseries,GNP,U.S. Economic Variables,
tseries,M1,U.S. Economic Variables,
tseries,cpi,Nelson-Plosser Macroeconomic Time Series,
tseries,emp,Nelson-Plosser Macroeconomic Time Series,
tseries,flow.jok,Icelandic River Data,
tseries,flow.vat,Icelandic River Data,
tseries,gnp.capita,Nelson-Plosser Macroeconomic Time Series,
tseries,gnp.def,Nelson-Plosser Macroeconomic Time Series,
tseries,gnp.nom,Nelson-Plosser Macroeconomic Time Series,
tseries,gnp.real,Nelson-Plosser Macroeconomic Time Series,
tseries,int.rate,Nelson-Plosser Macroeconomic Time Series,
tseries,money.stock,Nelson-Plosser Macroeconomic Time Series,
tseries,nino3,Sea Surface Temperature (SST) Nino 3 and Nino 3.4 Indices,
tseries,nino3.4,Sea Surface Temperature (SST) Nino 3 and Nino 3.4 Indices,
tseries,nom.wages,Nelson-Plosser Macroeconomic Time Series,
tseries,prec,Icelandic River Data,
tseries,real.wages,Nelson-Plosser Macroeconomic Time Series,
tseries,rs,U.S. Economic Variables,
tseries,stock.prices,Nelson-Plosser Macroeconomic Time Series,
tseries,tcm10y,Monthly Yields on Treasury Securities,
tseries,tcm10yd,Daily Yields on Treasury Securities,
tseries,tcm1y,Monthly Yields on Treasury Securities,
tseries,tcm1yd,Daily Yields on Treasury Securities,
tseries,tcm3y,Monthly Yields on Treasury Securities,
tseries,tcm3yd,Daily Yields on Treasury Securities,
tseries,tcm5y,Monthly Yields on Treasury Securities,
tseries,tcm5yd,Daily Yields on Treasury Securities,
tseries,temp,Icelandic River Data,
tseries,vel,Nelson-Plosser Macroeconomic Time Series,
